query_img_id,gt_lat,gt_lon,nearest_gallery_img_id,nearest_gallery_lat,nearest_gallery_lon,nearest_haversine_km
10201275523.jpg,43.649708,-79.365637,c8/bc/10202145656.jpg,43.649708,-79.365637,0.0
7289030198.jpg,40.740067,-73.985495,f0/2e/7289434074.jpg,40.740067,-73.985495,0.0
4572998878.jpg,42.33719,-71.047843,5c/c8/5371885910.jpg,42.337023,-71.048154,0.03163888561637333
2764520341.jpg,45.439357,12.333354,a3/d9/2527848884.jpg,45.439357,12.333354,0.0
4224177264.jpg,22.280847,114.172041,35/93/4224194124.jpg,22.280847,114.172041,0.0
7196543710.jpg,-34.885742,138.604736,22/a5/7193660798.jpg,-34.885869,138.603365,0.12611915384367015
2578705815.jpg,44.653512,-123.044643,d5/e4/433820712.jpg,44.65052,-123.039493,0.5267149064395286
3320208977.jpg,29.819348,-81.325092,68/70/2321426053.jpg,29.811603,-81.32389,0.8663548751933917
6148238788.jpg,51.799273,87.372894,00/4a/6148238788.jpg,51.799273,87.372894,0.0
9317551405.jpg,38.867205,-77.045595,2e/69/8564546136.jpg,38.867172,-77.045562,0.00465007959424069
2971664261.jpg,48.136709,11.565341,0d/7f/4308620487.jpg,48.136687,11.565449,0.008402211480848416
3141231450.jpg,22.432847,114.118788,ae/dd/3141213226.jpg,22.432847,114.118788,0.0
3222715183.jpg,52.448235,-1.566066,fc/45/8303048657.jpg,52.448267,-1.566077,0.0036385202607322536
9047721345.jpg,43.679232,10.34882,e7/99/9049954808.jpg,43.679232,10.34882,0.0
8063920174.jpg,-8.392478,115.28424,ad/a5/8063916709.jpg,-8.392478,115.28424,0.0
4684204212.jpg,37.782166,-122.401334,83/8d/5528114449.jpg,37.782166,-122.4015,0.014623210988836158
2939073272.jpg,26.103065,-80.15319,99/e7/2939077156.jpg,26.103065,-80.15319,0.0
7925056016.jpg,50.109166,8.678833,c7/56/6462478341.jpg,50.10957,8.678512,0.050464112829508904
5955415539.jpg,29.278613,-94.829177,ca/dc/1356153411.jpg,29.273409,-94.830379,0.5885216213235824
7111005721.jpg,34.989036,135.76765,c4/69/12300523514.jpg,34.989288,135.76748,0.031976475097725866
4710501494.jpg,4.61497,-74.071176,44/cf/4709876719.jpg,4.61497,-74.071176,0.0
5653220171.jpg,58.634969,16.795778,3f/d1/5653218475.jpg,58.631919,16.800069,0.4213576104482805
10593624805.jpg,48.862173,2.394075,cb/2d/10616326246.jpg,48.862173,2.394075,0.0
5377288276.jpg,37.780755,-122.512321,85/54/5377290670.jpg,37.780755,-122.512321,0.0
10082270546.jpg,47.102264,-1.286945,14/40/2604311186.jpg,47.096772,-1.290893,0.6801554044584023
2636860201.jpg,35.659109,139.754676,26/f0/4116432101.jpg,35.65814,139.75403,0.12239619529513138
