query_img_id,gt_lat,gt_lon,nearest_gallery_img_id,nearest_gallery_lat,nearest_gallery_lon,nearest_haversine_km
10201275523.jpg,43.649708,-79.365637,52_ca_10197552356.jpg,43.649708,-79.365637,0.0
7289030198.jpg,40.740067,-73.985495,a9_8f_7289039586.jpg,40.740067,-73.985495,0.0
4572998878.jpg,42.33719,-71.047843,5c_c8_5371885910.jpg,42.337023,-71.048154,0.03163888561637333
2764520341.jpg,45.439357,12.333354,73_96_2527043135.jpg,45.439357,12.333354,0.0
4224177264.jpg,22.280847,114.172041,35_93_4224194124.jpg,22.280847,114.172041,0.0
7196543710.jpg,-34.885742,138.604736,22_a5_7193660798.jpg,-34.885869,138.603365,0.12611915384367015
2578705815.jpg,44.653512,-123.044643,7c_39_115461755.jpg,44.65052,-123.039493,0.5267149064395286
3320208977.jpg,29.819348,-81.325092,68_70_2321426053.jpg,29.811603,-81.32389,0.8663548751933917
6148238788.jpg,51.799273,87.372894,ff_08_163783799.jpg,51.791523,87.315902,4.0253589326834085
9317551405.jpg,38.867205,-77.045595,3f_8f_8504643910.jpg,38.867172,-77.045562,0.00465007959424069
2971664261.jpg,48.136709,11.565341,67_01_5049305290.jpg,48.136852,11.564998,0.030075682325241132
3141231450.jpg,22.432847,114.118788,ae_dd_3141213226.jpg,22.432847,114.118788,0.0
3222715183.jpg,52.448235,-1.566066,fc_45_8303048657.jpg,52.448267,-1.566077,0.0036385202607322536
9047721345.jpg,43.679232,10.34882,e7_99_9049954808.jpg,43.679232,10.34882,0.0
8063920174.jpg,-8.392478,115.28424,ad_a5_8063916709.jpg,-8.392478,115.28424,0.0
4684204212.jpg,37.782166,-122.401334,83_8d_5528114449.jpg,37.782166,-122.4015,0.014623210988836158
2939073272.jpg,26.103065,-80.15319,5c_6f_3089325827.jpg,26.103065,-80.15319,0.0
7925056016.jpg,50.109166,8.678833,c7_56_6462478341.jpg,50.10957,8.678512,0.050464112829508904
5955415539.jpg,29.278613,-94.829177,ca_dc_1356153411.jpg,29.273409,-94.830379,0.5885216213235824
7111005721.jpg,34.989036,135.76765,09_4d_6325717328.jpg,34.989275,135.767261,0.044321583484877206
4710501494.jpg,4.61497,-74.071176,fb_ca_4709892139.jpg,4.61497,-74.071176,0.0
5653220171.jpg,58.634969,16.795778,3f_d1_5653218475.jpg,58.631919,16.800069,0.4213576104482805
10593624805.jpg,48.862173,2.394075,cb_2d_10616326246.jpg,48.862173,2.394075,0.0
5377288276.jpg,37.780755,-122.512321,92_67_5376705883.jpg,37.780755,-122.512321,0.0
10082270546.jpg,47.102264,-1.286945,74_3c_2603485219.jpg,47.096772,-1.290893,0.6801554044584023
2636860201.jpg,35.659109,139.754676,26_f0_4116432101.jpg,35.65814,139.75403,0.12239619529513138
8419450931.jpg,52.951165,-1.151944,38_21_2261742434.jpg,52.951249,-1.152255,0.022898224070813253
5312496877.jpg,39.862783,-4.025134,c9_f2_2516468758.jpg,39.862778,-4.025158,0.002127267273757002
8253564394.jpg,53.339551,-2.05719,4d_d2_8253564394.jpg,53.339551,-2.05719,0.0
4349295488.jpg,51.496619,-0.135778,d9_51_2783695694.jpg,51.496878,-0.13602,0.03335840416424401
2397482849.jpg,40.41098,-3.693176,e3_e8_2397483009.jpg,40.41098,-3.693176,0.0
6789552601.jpg,23.151933,113.268236,8c_8c_6909272271.jpg,23.151894,113.268266,0.005300299631376795
8309889621.jpg,21.977434,100.754241,e8_d4_8309891971.jpg,21.977434,100.754241,0.0
13137609893.jpg,45.502225,-73.560473,d0_82_13137496345.jpg,45.502225,-73.560473,0.0
7887236728.jpg,34.883636,-76.906099,4e_e4_6831027874.jpg,34.883636,-76.906099,0.0
8791742443.jpg,39.2835,-76.622334,ca_6a_4521169099.jpg,39.283551,-76.622278,0.007443380595551274
6178090349.jpg,30.286111,-97.741389,4b_4e_112499722.jpg,30.286364,-97.741134,0.03726258780692375
5623082341.jpg,37.411993,-122.093081,f8_82_9253287797.jpg,37.411297,-122.094187,0.12471568194652234
5896609884.jpg,52.986968,-2.131905,f6_11_5423429510.jpg,52.986528,-2.131819,0.04930528933183636
4732310112.jpg,38.591166,-90.303667,b4_b3_2819945871.jpg,38.59131,-90.30443,0.06836951245476378
8676997957.jpg,47.502626,19.034585,ca_1e_8676997957.jpg,47.502626,19.034585,0.0
241248152.jpg,51.12597,-114.041111,4b_55_1100282829.jpg,51.123862,-114.040017,0.24670620795504913
2766660672.jpg,55.814798,-4.467315,ec_c5_8991078226.jpg,55.814474,-4.467884,0.050732088790807726
5982428132.jpg,36.160854,-86.777658,9e_e0_12980401003.jpg,36.160855,-86.777732,0.006659461552849296
8042343438.jpg,37.87807,-122.303199,4f_c5_8043516001.jpg,37.87807,-122.303199,0.0
13323755075.jpg,30.912627,-89.461412,76_21_8590751733.jpg,30.912627,-89.461412,0.0
4820837489.jpg,31.790846,35.222307,f0_cb_2318418275.jpg,31.789834,35.222082,0.11421911524758308
5780747158.jpg,23.575666,119.576166,2a_0d_5612579267.jpg,23.575666,119.576166,0.0
7506210980.jpg,37.792083,-122.458355,dd_77_7506220854.jpg,37.792083,-122.458355,0.0
8800271528.jpg,-37.388879,175.843777,96_fe_4756546045.jpg,-37.389066,175.844206,0.04328998449100935
4654689459.jpg,-35.324229,-72.415351,83_a6_4655314474.jpg,-35.324229,-72.415351,0.0
4533053129.jpg,38.03621,-78.497228,a0_1b_263103932.jpg,38.03392,-78.497357,0.2544356152275587
12759068604.jpg,-9.83289,-39.486236,d6_46_7705772112.jpg,-9.97426,-39.15596,39.452813511621414
2061249534.jpg,29.896019,-81.322174,85_d3_5222108107.jpg,29.894333,-81.319167,0.34537528076898644
2497840790.jpg,42.270703,8.694305,e5_15_330553379.jpg,42.269687,8.695507,0.15023305497813938
13018413104.jpg,43.428271,-7.363307,de_2d_1186516112.jpg,43.428052,-7.3632,0.02582770087930362
5484482393.jpg,37.909893,-122.389805,d2_6b_8123652044.jpg,37.909796,-122.390302,0.04501269055462078
6877985988.jpg,46.8846,14.68048,c4_17_1391397350.jpg,46.848217,14.654388,4.5074107008307225
5703013770.jpg,-37.878579,144.604775,a7_5e_4574620174.jpg,-37.878579,144.604775,0.0
7822253820.jpg,59.887903,29.904785,73_da_7822252450.jpg,59.887903,29.904785,0.0
3779988145.jpg,43.351283,-3.012861,3c_47_12123192703.jpg,43.351566,-3.012942,0.03211968492449903
6226079915.jpg,39.808536,-86.412271,c6_26_6200914632.jpg,39.808536,-86.412271,0.0
5365150692.jpg,4.696365,-74.02987,1f_c4_9162387789.jpg,4.696365,-74.029355,0.05713834069673454
4272303739.jpg,37.744099,-122.449407,8c_11_4272303739.jpg,37.744099,-122.449407,0.0
3879157630.jpg,-29.065,25.072333,54_3a_3878388515.jpg,-29.065,25.072333,0.0
206952130.jpg,40.714638,-74.011416,2f_3e_255853781.jpg,40.714573,-74.011266,0.01458581565762142
2760079853.jpg,40.719787,-73.984703,f2_13_2760079841.jpg,40.719787,-73.984703,0.0
6281827061.jpg,31.821564,35.202941,54_3a_6281799859.jpg,31.821564,35.202941,0.0
6575594273.jpg,50.819073,4.32659,b7_b5_1003204148.jpg,50.818821,4.325233,0.09965288580140037
3992606427.jpg,54.704391,20.502204,95_ee_3842562860.jpg,54.704391,20.502204,0.0
5653121597.jpg,-37.82231,145.033779,ba_25_5653121083.jpg,-37.82231,145.033779,0.0
7854360534.jpg,43.361489,-76.653869,0d_c6_6063445035.jpg,43.361412,-76.654357,0.040472386772838875
2281241280.jpg,42.022924,-88.076394,3f_fe_2280463393.jpg,42.022924,-88.076394,0.0
