query_img_id,gt_lat,gt_lon,nearest_gallery_img_id,nearest_gallery_lat,nearest_gallery_lon,nearest_haversine_km
1000269685_e60e9cdfb4_1125_78841376@N00.jpg,32.325436,-64.764404,48_68_9732403592.jpg,32.293299,-64.784188,4.021391615013139
1000304467_1a75a200b1_1296_78841376@N00.jpg,32.325436,-64.764404,48_68_9732403592.jpg,32.293299,-64.784188,4.021391615013139
1001048550_8e4b47d165_1051_78841376@N00.jpg,32.325436,-64.764404,48_68_9732403592.jpg,32.293299,-64.784188,4.021391615013139
1005977048_5ccf8b05d3_1201_91728102@N00.jpg,29.976052,122.390356,f0_14_13887689851.jpg,30.701696,122.835216,91.10943311139799
1008804117_ce4e6fef8a_1349_97522422@N00.jpg,46.478536,30.758714,a5_99_7467509808.jpg,46.469108,30.743436,1.5732388307024516
1008845063_ace4ef829f_1204_97522422@N00.jpg,46.478536,30.758714,a5_99_7467509808.jpg,46.469108,30.743436,1.5732388307024516
101220879_0a1be45b79_33_24311489@N00.jpg,42.249915,-87.82711,69_74_5638330321.jpg,42.244305,-87.827925,0.6267675842338744
1014898753_ef4cfaa5d6_1354_96928198@N00.jpg,62.140088,6.074967,00_2e_8050412708.jpg,62.340491,5.845383,25.323601555134026
1019846234_5e471a10e2_1155_97522422@N00.jpg,42.197494,44.693069,c8_5e_2879678073.jpg,41.84271,44.720191,39.47113605965734
1021054395_ca7cfe55b3_1061_7132415@N03.jpg,-0.400997,-90.704498,f9_95_5504799920.jpg,-0.35568,-90.586395,14.069454834206175
1023756068_20c3ffc329_1039_70323761@N00.jpg,40.807694,-73.962262,f6_29_8666788366.jpg,40.807186,-73.962548,0.061358477371894926
1029739337_ff06001d12_1361_7132415@N03.jpg,-0.292509,-90.532493,93_86_435894636.jpg,-0.283926,-90.537214,1.084849340332943
103385471_f54982a801_29_73293249@N00.jpg,46.006873,7.279987,6f_43_4799277500.jpg,46.02772,7.260761,2.7542651786172008
103398485_db45794d93_36_73293249@N00.jpg,46.21488,7.049309,3c_43_3870663873.jpg,46.126972,7.060346000000001,9.808485966341584
103404365_f852148f5b_34_73293249@N00.jpg,46.080783,7.399454,53_df_6940288623.jpg,46.087043,7.300071000000001,7.718316988219717
103433117_266c57c2e6_29_73293249@N00.jpg,46.167286,7.099698,3c_43_3870663873.jpg,46.126972,7.060346000000001,5.415079261326537
103433770_9b651cfd20_32_73293249@N00.jpg,46.167286,7.099698,3c_43_3870663873.jpg,46.126972,7.060346000000001,5.415079261326537
103442236_09c8d53dbc_37_73293249@N00.jpg,51.501821,-0.140655,0e_e7_4164082926.jpg,51.501944,-0.140622,0.013875237472748748
103457638_224c119b11_30_73293249@N00.jpg,45.999982,7.298584,6f_43_4799277500.jpg,46.02772,7.260761,4.252721745031965
103465274_3e879729e0_33_73293249@N00.jpg,46.08035,7.209918,21_1a_254682581.jpg,46.07754,7.221997999999999,0.9852441124538993
1034783376_9e3db4b81a_1016_70323761@N00.jpg,40.820751,-73.94892,27_1e_6872944193.jpg,40.820467,-73.95506800000003,0.5196210124888506
103558896_55f8059bc9_35_73293249@N00.jpg,43.642423,-79.387153,39_1f_8438205706.jpg,43.642166,-79.387334,0.032072077476154995
103574519_62331b624f_24_73293249@N00.jpg,43.642423,-79.387153,39_1f_8438205706.jpg,43.642166,-79.387334,0.032072077476154995
